EMP_NAME,EMP_AGE,MARITAL STATUS,EMP ID,COMPANY,COMPANY LOCATION,SPECIALIZATION,DESIGNATION_ID,PHONE NO,BANK BRANCH,EXPERIENCE,EDUCATION,VOTER_ID,PAN CARD,HOUSING,Loan,LOAN TYPE_ID,REWARD POINTS ,SAVINGS ACCOUNT NO.,CD ACC NO,FD ACC NO,OD ACC NO,CURRENT ACC NO,BALANCE,CREDIT CARD NO,DEBIT CARD NO,INTERNET BANKING,AVG BALANCE YEAR1,AVG BALANCE YEAR 2,AVG BALANCE YEAR 3,ADDRESS OF EMPLOYEES,ACCOUNT OPENING DATE,,
anurag Jain,25,married,10017,IBM,Pune,ABAP,1008,9856633221,Bangalore,3.5,BE/BTech,PLI9632588,PUENP7004C,no,yes,211,365,10025000000077,1112510000280,1114020000199,NULL,NULL,582,4401 2395 1258 1322,1310 9438 8752 1005,yes,183237,224766,43456,"H.No:3/O,dargah road,mahalakshmi",03-06-2010,,
Sawant,27,divorced,10018,IBM,Pune,V&V,1008,9779656656,Bangalore,4.5,BE/BTech,EFU589634,PUENP7005Y,no,no,208,325,10025000000078,1112510000281,NULL,NULL,NULL,24626,4447 2385 1258 1223,1311 9438 8752 1005,yes,5355,209256,124279,"H.No:1/B,durdarshan road,Worli",26-01-2009,,
Rajguru,28,divorced,10019,IBM,Pune,DotNet,1008,9445632188,Bangalore,6.5,BE/BTech,IJP8252372,PUENP7006O,yes,yes,204,124,10025000000079,1112510000282,NULL,NULL,1111010000753,24627,4448 2385 1258 1223,1312 9438 8752 1005,yes,86209,184236,89214,"H.No:1/C,Shinde Wadi,Dadar(E)",20-08-2008,,
Bhadoriya,28,divorced,10020,IBM,Pune,J2EE,1008,8556231646,Bangalore,5.5,BE/BTech,QSR985415,PUENP7007P,yes,no,208,568,10025000000080,1112510000283,NULL,NULL,1111010000754,24628,4449 2385 1258 1223,1313 9438 8752 1005,yes,39780,285822,113375,"H.No:1/D,Tata Hospital Road,Parel(E)",21-08-2008,,
Malipeddi,29,single,10021,IBM,Pune,Mainframes,1008,8446699559,Bangalore,4.5,BE/BTech,AMN45126,PUENP7008C,yes,no,208,45621,10025000000081,1112510000284,NULL,NULL,1111010000755,24629,4450 2385 1258 1223,1314 9438 8752 1005,yes,157795,278209,178802,"H.No:1/D,Caters Road,Prabhadevi",22-08-2008,,
Karattuthodka,30,divorced,10022,IBM,Pune,DotNet,1008,8865446428,Bangalore,7.5,BE/BTech,QSZ126581,PUENP7009F,no,no,208,123,10025000000082,1112510000285,NULL,NULL,1111010000756,24630,4402 2395 1258 1322,1315 9438 8752 1005,yes,45029,137567,3498,"H.No:1/D,Shinde wadi,Dadar(E)",23-08-2008,,
neeta Jain,27,single,10023,IBM,Pune,Business Intelligence,1008,9856231475,Bangalore,5.5,BE/BTech,PLI9632588,PUENP7010T,yes,no,208,235,10025000000083,1112510000286,NULL,NULL,1111010000757,24631,4451 2385 1258 1223,1316 9438 8752 1005,yes,143110,135669,562892,"H.No:1/E,Tata Hospital Road,Parel(E)",24-08-2008,,
Phadtare,33,married,10024,IBM,Pune,J2EE,1008,9861131266,Bangalore,5.5,BE/BTech,APL784516,PUENP7011Y,yes,no,208,2563,10025000000084,1112510000287,NULL,NULL,1111010000758,821163,4452 2385 1258 1223,1317 9438 8752 1005,yes,4807,305204,340341,"H.No:7/S,shivari road,Parel(E)",25-08-2008,,
Chaubey,28,married,10025,IBM,Pune,ABAP,1008,9556811653,Bangalore,6.5,BE/BTech,PLI9632589,PUENP7012D,yes,yes,210,287,10025000000085,1112510000288,NULL,NULL,1111010000759,821154,4453 2385 1258 1223,1318 9438 8752 1005,yes,4389,122493,371177,"H.No:1/K,gymkhana marg,Currey road",26-08-2008,,
Venkateshappa,35,married,10026,IBM,Pune,V&V,1008,7662355952,Bangalore,7.5,BE/BTech,EFU589635,PUENP7013R,yes,no,208,153,10025000000086,1112510000289,NULL,NULL,1111010000760,3133,4454 2385 1258 1223,1319 9438 8752 1005,yes,136147,17963,532095,"H.No:21/B,ganseh lane,lalbaug",27-08-2008,,
Vanganuri,27,married,10027,IBM,Pune,Mainframes,1008,8554669464,Bangalore,6.5,BE/BTech,IJP8252373,PUENP7014E,no,no,208,698,10025000000087,1112510000290,NULL,NULL,1111010000761,3964,4403 2395 1258 1322,1320 9438 8752 1005,yes,40992,215986,380024,"H.No:7/M,furniture wala road,Worli",28-08-2008,,
Allu,28,married,10028,IBM,Pune,J2EE,1008,9745682315,Bangalore,5.5,BE/BTech,QSR985416,PUENP7015Z,yes,no,208,312,10025000000088,1112510000291,NULL,NULL,1111010000762,3738,4455 2385 1258 1223,1321 9438 8752 1005,yes,188057,91549,168395,"H.No:2/C,savla street,matunga(W)",05-10-2009,,
Bisht,26,divorced,10029,IBM,Pune,Systems,1008,8456924625,Bangalore,4.5,BE/BTech,APL784514,PUENP7016Q,yes,yes,203,321,10025000000089,1112510000292,NULL,NULL,1111010000763,4743,4456 2385 1258 1223,1322 9438 8752 1005,yes,145857,222683,265552,"H.No:5/M,savla street,matunga(W)",06-10-2009,,
Udgirkar,30,married,10030,IBM,Hyderbad,V&V,1008,9563286666,Bangalore,6.5,BE/BTech,PLI9632587,HYBRD9000A,yes,no,208,6547,10025000000090,1112510000293,NULL,NULL,1111010000764,4497,4457 2385 1258 1223,1323 9438 8752 1005,yes,99147,228287,424999,"H.No:7/F,shivari road,Parel(E)",07-10-2009,,
Thangella,28,single,18001,IBM,Hyderbad,DotNet,1008,8556699332,Bangalore,4.5,BE/BTech,EFU589633,HYBRD9001S,no,no,208,9853,10025000000091,1112510000294,NULL,NULL,NULL,1852,4458 2385 1258 1223,1324 9438 8752 1005,yes,155103,67551,477040,"H.No:3/D,cloves lane,masjid bunder(W)",08-10-2009,,
Waghamare,31,married,18002,IBM,Hyderbad,Business Intelligence,1008,7589641385,Bangalore,3.5,BE/BTech,IJP8252371,HYBRD9002Q,yes,yes,209,9685,10025000000092,1112510000295,NULL,NULL,NULL,3192,4404 2395 1258 1322,1325 9438 8752 1005,yes,102919,223637,257753,"H.No:1/C,Lifestyle Road,Parel(W)",09-10-2009,,
Lakhan,33,married,18003,IBM,Hyderbad,J2EE,1008,9643153158,Chennai,4.5,BE/BTech,QSR985414,HYBRD9003W,yes,no,208,2563,10025000000093,1112510000296,NULL,NULL,NULL,1113,4459 2385 1258 1223,1326 9438 8752 1005,yes,13878,391994,261114,"H.No:13/P,Queens road,Chinchpokli",10-10-2009,,
Phepale,30,married,18004,IBM,Hyderbad,ABAP,1008,9642313538,Chennai,7.5,BE/BTech,AMN45125,HYBRD9004E,yes,no,208,147,10025000000094,1112510000297,NULL,NULL,NULL,4466,4460 2385 1258 1223,1327 9438 8752 1005,yes,58052,56617,96113,"H.No:3/C,M G road,Byculla(W)",11-10-2009,,
Shet,28,divorced,18005,IBM,Hyderbad,Systems,1008,9856314566,Chennai,4.5,BE/BTech,QSZ126580,HYBRD9005R,no,no,208,3658,10025000000095,1112510000298,NULL,NULL,NULL,2742,4461 2385 1258 1223,1328 9438 8752 1005,yes,39688,214285,573606,"H.No:2/B,Dharavi road,Sion(W)",12-10-2009,,
Sahu,25,married,18006,IBM,Hyderbad,Mainframes,1008,8264236236,Chennai,3.5,BE/BTech,PLI9632587,HYBRD9006T,yes,yes,211,7896,10025000000096,1112510000299,1114020000200,NULL,NULL,2388,4462 2385 1258 1223,1329 9438 8752 1005,yes,125201,93258,268879,"H.No:2/R,Chandvarkar road,Matunga(W)",13-10-2009,,
Augustine,26,married,18007,IBM,Hyderbad,ABAP,1008,9845672652,Chennai,4.5,BE/BTech,APL784515,HYBRD9007T,no,no,208,4895,10025000000097,1112510000300,1114020000201,NULL,NULL,1783,4405 2395 1258 1322,1330 9438 8752 1005,yes,197235,90794,25437,"H.No:2/D,savla street,matunga(W)",28-08-2008,,
Khodani,31,married,18008,IBM,Hyderbad,C#,1008,8654551222,Chennai,4.5,BE/BTech,PLI9632588,HYBRD9008G,yes,no,208,3256,10025000000098,1112510000301,1114020000202,NULL,NULL,1938,4463 2385 1258 1223,1331 9438 8752 1005,yes,157731,379878,291831,"H.No:5/N,savla street,matunga(W)",03-06-2010,,
sameera Patil,26,married,18009,IBM,Hyderbad,J2EE,1008,9856231455,Chennai,3.5,BE/BTech,EFU589634,HYBRD9009S,yes,no,208,987,10025000000099,1112510000302,1114020000203,NULL,1111010000765,1839,4464 2385 1258 1223,1332 9438 8752 1005,yes,63146,96206,196949,"H.No:7/G,shivari road,Parel(E)",26-01-2009,,
Dharne,28,married,18010,IBM,Hyderbad,C#,1008,9874563215,Chennai,6.5,BE/BTech,IJP8252372,HYBRD9010B,yes,no,208,4526,10025000000100,1112510000303,1114020000204,NULL,NULL,1056,4465 2385 1258 1223,1333 9438 8752 1005,yes,168203,127555,249271,"H.No:3/F,cloves lane,masjid bunder(W)",08-10-2009,,
Kammari,30,married,18011,IBM,Hyderbad,C#,1008,7204916311,Chennai,7.5,BE/BTech,QSR985415,HYBRD9011J,yes,no,208,4892,10025000000101,1112510000304,1114020000205,NULL,NULL,1654,4466 2385 1258 1223,1334 9438 8752 1005,yes,129609,220559,353868,"H.No:1/L,gymkhana marg,Currey road",26-01-2009,,
Vutukuru,30,married,18012,IBM,Hyderbad,DotNet,1008,9638527412,Chennai,7.5,BE/BTech,AMN45126,HYBRD9012K,no,no,208,8574,10025000000102,1112510000305,1114020000206,NULL,NULL,4709,4406 2395 1258 1322,1335 9438 8752 1005,yes,8630,371414,450186,"H.No:17/B,ganseh lane,lalbaug",03-06-2010,,
Lokesh,35,married,18013,IBM,Hyderbad,Business Intelligence,1008,9638527414,Chennai,6.5,BE/BTech,QSZ126581,HYBRD9013I,yes,no,208,4592,10025000000103,1112510000306,1114020000207,NULL,NULL,1181,4467 2385 1258 1223,1336 9438 8752 1005,yes,14755,174305,377176,"H.No:7/A,furniture wala road,Worli",28-08-2008,,
Sengodan,28,married,18014,IBM,Hyderbad,J2EE,1008,9638527416,Chennai,5.5,BE/BTech,PLI9632588,HYBRD9014E,yes,no,208,4850,10025000000104,1112510000307,1114020000208,NULL,NULL,3793,4468 2385 1258 1223,1337 9438 8752 1005,yes,140710,147168,451108,"H.No:2/E,savla street,matunga(W)",26-01-2009,,
Raghu Poojary,29,single,18015,IBM,Hyderbad,ABAP,1008,9638527464,Chennai,4.5,BE/BTech,APL784516,HYBRD9015B,yes,no,208,4789,10025000000105,1112510000308,1114020000209,NULL,NULL,1123,4469 2385 1258 1223,1338 9438 8752 1005,yes,86647,381303,133169,"H.No:5/O,savla street,matunga(W)",03-06-2010,,
Nataraja,36,married,18016,IBM,Hyderbad,C++,1008,9638527466,Chennai,6.5,BE/BTech,PLI9632589,HYBRD9016O,yes,no,208,4123,10025000000106,1112510000309,1114020000210,NULL,NULL,3510,4470 2385 1258 1223,1339 9438 8752 1005,yes,24698,36704,215293,"H.No:7/H,shivari road,Parel(E)",26-01-2009,,
Madhava,28,married,18017,IBM,Hyderbad,DotNet,1008,9638527468,Chennai,4.5,BE/BTech,EFU589635,HYBRD9017P,yes,no,208,4569,10025000000107,NULL,1114020000211,NULL,NULL,4468,4407 2395 1258 1322,1340 9438 8752 1005,yes,12343,390412,127818,"H.No:3/J,cloves lane,masjid bunder(W)",08-10-2009,,
Mishra,28,married,18018,IBM,Hyderbad,Systems,1008,9638527470,Chennai,5.5,BE/BTech,IJP8252373,HYBRD9018Q,no,yes,,4827,10025000000108,NULL,1114020000212,NULL,NULL,3448,4471 2385 1258 1223,1341 9438 8752 1005,yes,4843,2627,55200,"H.No:1/D,Lifestyle Road,Parel(W)",09-10-2009,,
Tuptewar,29,single,18019,IBM,Hyderbad,J2EE,1008,9638527472,Chennai,4.5,BE/BTech,QSR985416,HYBRD9019A,yes,no,208,4632,10025000000109,NULL,1114020000213,NULL,NULL,3933,4472 2385 1258 1223,1342 9438 8752 1005,yes,26481,282531,322524,"H.No:13/O,Queens road,Chinchpokli",10-10-2009,,
Saini,30,married,18020,IBM,Jaipur,ABAP,1008,9638527474,Chennai,6.5,BE/BTech,AMN45127,JAIQP3091Z,yes,no,208,4159,10025000000110,NULL,1114020000214,NULL,NULL,3507,4473 2385 1258 1223,1343 9438 8752 1005,yes,12023,148790,288744,"H.No:3/D,M G road,Byculla(W)",28-08-2008,,
Sinha,25,divorced,18021,IBM,Jaipur,Objective C,1008,9638527476,Chennai,3.5,BE/BTech,QSZ126582,JAIQP3092X,yes,no,208,4862,10025000000111,NULL,1114020000215,NULL,NULL,4301,4474 2385 1258 1223,1344 9438 8752 1005,yes,83095,134866,553098,"H.No:2/A,Dharavi road,Sion(W)",08-10-2009,,
Mhatre,36,divorced,18022,IBM,Jaipur,ABAP,1008,9638527478,Chennai,7.5,BE/BTech,PLI9632589,JAIQP3093C,no,no,208,4239,10025000000112,NULL,1114020000216,NULL,1111010000766,3374,4408 2395 1258 1322,1345 9438 8752 1005,yes,146650,387122,380366,"H.No:1/E,Shinde wadi,Dadar(E)",09-10-2009,,
Chebrolu,27,married,18023,IBM,Jaipur,Objective C,1008,9638527480,Chennai,5.5,BE/BTech,APL784517,JAIQP3094V,yes,yes,203,7895,10025000000113,NULL,1114020000217,NULL,NULL,3284,4475 2385 1258 1223,1346 9438 8752 1005,yes,9823,305338,532175,"H.No:1/F,Tata Hospital Road,Parel(E)",10-10-2009,,
Sodamu,26,married,18024,IBM,Jaipur,DotNet,1008,9638527482,Chennai,4.5,BE/BTech,PLI9632590,JAIQP3095B,yes,no,208,2698,10025000000114,NULL,1114020000218,NULL,NULL,4724,4476 2385 1258 1223,1347 9438 8752 1005,yes,162404,175563,7847,"H.No:7/J,shivari road,Parel(E)",11-10-2009,,
Pawar,32,divorced,18025,IBM,Jaipur,Business Intelligence,1008,9638527484,Chennai,3.5,BE/BTech,EFU589636,JAIQP3096N,yes,no,208,7598,10025000000115,NULL,1114020000219,1111250000046,NULL,1984,4477 2385 1258 1223,1348 9438 8752 1005,yes,67345,228905,493043,"H.No:1/M,gymkhana marg,Currey road",12-10-2009,,
Marreddy,27,married,18026,IBM,Jaipur,J2EE,1008,9638527486,Chennai,4.5,BE/BTech,IJP8252374,JAIQP3097M,yes,no,208,8523,10025000000116,NULL,1114020000220,1111250000047,NULL,3778,4478 2385 1258 1223,1349 9438 8752 1005,yes,25093,386222,279129,"H.No:17/C,ganseh lane,lalbaug",13-10-2009,,
Balagonda,34,married,18027,IBM,Jaipur,Systems,1008,9638527488,Chennai,6.5,BE/BTech,QSR985417,JAIQP3098L,yes,no,208,9654,10025000000117,NULL,1114020000221,1111250000048,NULL,1679,4409 2395 1258 1322,1350 9438 8752 1005,yes,112927,267506,49572,"H.No:7/B,furniture wala road,Worli",28-08-2008,,
Mandadi,32,single,18028,IBM,Jaipur,ABAP,1008,9638527490,Chennai,4.5,BE/BTech,APL784515,JAIQP3099K,yes,no,208,5693,10025000000118,NULL,1114020000222,NULL,NULL,2752,4479 2385 1258 1223,1351 9438 8752 1005,yes,149038,10259,102813,"H.No:1/F,Shinde wadi,Dadar(E)",26-01-2009,,
Yadav,29,divorced,18029,IBM,Jaipur,Mainframes,1008,9638527492,Chennai,3.5,BE/BTech,PLI9632588,JAIQP3100J,no,no,208,6248,10025000000119,NULL,1114020000223,NULL,NULL,1771,4480 2385 1258 1223,1352 9438 8752 1005,yes,108635,227928,13450,"H.No:1/G,Tata Hospital Road,Parel(E)",03-06-2010,,
Makireddy,27,married,18030,IBM,Jaipur,ABAP,1008,9638527494,Chennai,5.5,BE/BTech,EFU589634,JAIQP3101H,no,no,208,5987,10025000000120,NULL,1114020000224,NULL,NULL,2461,4481 2385 1258 1223,1353 9438 8752 1005,yes,132009,183552,228040,"H.No:7/K,shivari road,Parel(E)",04-06-2010,,
Rachamalla,34,divorced,18031,IBM,Jaipur,DotNet,1008,9638527496,Chennai,6.5,BE/BTech,IJP8252372,JAIQP3102G,yes,no,208,5382,10025000000121,NULL,1114020000225,NULL,NULL,2979,4482 2385 1258 1223,1354 9438 8752 1005,yes,108471,132618,443553,"H.No:1/N,gymkhana marg,Currey road",05-06-2010,,
Vinayak,28,married,18032,IBM,Jaipur,V&V,1008,9638527498,Chennai,5.5,BE/BTech,QSR985415,JAIQP3103F,yes,no,208,6824,10025000000122,NULL,1114020000226,NULL,NULL,4135,4410 2395 1258 1322,1355 9438 8752 1005,yes,193323,174907,314162,"H.No:17/D,ganseh lane,lalbaug",06-06-2010,,
Bathula,29,married,18033,IBM,Jaipur,Business Intelligence,1008,9638527500,Chennai,7.5,BE/BTech,AMN45126,JAIQP3104D,yes,no,208,6824,10025000000123,NULL,1114020000227,NULL,NULL,2183,4483 2385 1258 1223,1356 9438 8752 1005,yes,121888,335758,231004,"H.No:7/C,furniture wala road,Worli",08-10-2009,,
Taylor Cohen,35,married,18034,IBM,Jaipur,J2EE,1008,9638527502,Chennai,7.5,BE/BTech,QSZ126581,JAIQP3105A,yes,yes,204,8965,10025000000124,NULL,1114020000228,NULL,NULL,3708,4484 2385 1258 1223,1357 9438 8752 1005,yes,119452,373531,286012,"H.No:2/Q,Chandvarkar road,Matunga(W)",05-06-2010,,
Rathore,34,married,18035,IBM,Jaipur,ABAP,1008,9638527504,Gandhi Nagar,6.5,BE/BTech,PLI9632588,JAIQP3106S,no,yes,211,9547,10025000000125,NULL,1114020000229,NULL,NULL,3888,4485 2385 1258 1223,1358 9438 8752 1005,yes,49662,340042,379775,"H.No:1/C,Napoo Road,Lalbaug",06-06-2010,,
Saxena,34,single,18036,IBM,Jaipur,V&V,1008,9638527506,Gandhi Nagar,5.5,BE/BTech,APL784516,JAIQP3107Q,yes,no,208,7236,10025000000126,NULL,1114020000230,NULL,NULL,3435,4486 2385 1258 1223,1359 9438 8752 1005,yes,1661,316829,320435,"H.No:4/U,Bhulabhai desai road,wadala(E)",07-06-2010,,
Gavvala,33,single,18037,IBM,Jaipur,Mainframes,1008,9638527508,Gandhi Nagar,4.5,BE/BTech,PLI9632589,JAIQP3108W,yes,yes,209,8595,10025000000127,NULL,1114020000231,NULL,NULL,4419,4411 2395 1258 1322,1360 9438 8752 1005,yes,183361,190402,402761,"H.No:3/P,dargah road,mahalakshmi",08-06-2010,,
Nallasani,32,married,18038,IBM,Jaipur,ABAP,1008,9638527510,Gandhi Nagar,6.5,BE/BTech,EFU589635,JAIQP3109E,yes,yes,211,5555,10025000000128,NULL,1114020000232,NULL,NULL,1575,4487 2385 1258 1223,1361 9438 8752 1005,yes,107763,73691,220702,"H.No:1/G,Shinde wadi,Dadar(E)",09-06-2010,,
Sahu,31,married,17001,IBM,Jaipur,Systems,1008,9638527512,Gandhi Nagar,4.5,BE/BTech,IJP8252373,JAIQP3110R,yes,no,208,6666,10025000000129,NULL,1114020000233,NULL,NULL,2743,4488 2385 1258 1223,1362 9438 8752 1005,yes,9711,107444,212132,"H.No:1/H,Tata Hospital Road,Parel(E)",10-06-2010,,
Jha,30,married,17002,IBM,Jaipur,DotNet,1008,9638527514,Gandhi Nagar,5.5,BE/BTech,QSR985416,JAIQP3111T,yes,no,208,7777,10025000000130,NULL,1114020000234,NULL,NULL,3823,4489 2385 1258 1223,1363 9438 8752 1005,yes,190333,321646,122544,"H.No:1/C,durdarshan road,Worli",28-08-2008,,
Kumar,32,married,17003,IBM,Jaipur,Business Intelligence,1008,9638527516,Gandhi Nagar,4.5,BE/BTech,AMN45127,JAIQP3112Y,no,no,208,8888,10025000000131,NULL,1114020000235,NULL,NULL,4132,4490 2385 1258 1223,1364 9438 8752 1005,yes,178482,37979,339152,"H.No:5/B,derashar lane,ghatkopar",26-01-2009,,
Vichare,29,single,17004,IBM,Jaipur,J2EE,1008,9638527518,Navi Mumbai,6.5,BE/BTech,QSZ126582,JAIQP3113U,yes,no,208,9999,10025000000132,NULL,1114020000236,NULL,NULL,3963,4412 2395 1258 1322,1365 9438 8752 1005,yes,25440,148197,483664,"H.No:4/B,Aarey road,Sion(W)",27-01-2009,,
Mandla,25,single,17005,IBM,Jaipur,ABAP,1008,9638527520,Navi Mumbai,3.5,BE/BTech,PLI9632589,JAIQP3114I,yes,no,208,6789,10025000000133,NULL,1114020000237,NULL,NULL,3900,4491 2385 1258 1223,1366 9438 8752 1005,yes,121363,330457,197239,"H.No:1/B,L T road,Wadala(E)",05-06-2010,,
Sindhe,35,single,17006,IBM,Jaipur,Android,1008,9638527522,Navi Mumbai,7.5,BE/BTech,APL784517,JAIQP3115P,yes,yes,204,9876,10025000000134,NULL,1114020000238,NULL,NULL,4839,4492 2385 1258 1223,1367 9438 8752 1005,yes,65203,11455,338378,"H.No:2/C,H.No:2/M,forjet street,Kurla(W)",26-01-2009,,
Gangadhar,29,single,17007,IBM,Bangalore,Android,1008,9638527524,Navi Mumbai,5.5,BE/BTech,PLI9632590,BJNPA1597P,yes,no,208,9854,10025000000135,NULL,1114020000239,NULL,NULL,2622,4493 2385 1258 1223,1368 9438 8752 1005,yes,131874,278879,454554,"H.No:5/A,Court naka,CST(W)",05-06-2010,,
Ghadyale,26,married,17008,IBM,Bangalore,V&V,1008,9638527526,Navi Mumbai,4.5,BE/BTech,EFU589636,BJNPA6478O,yes,no,208,8521,10025000000136,NULL,1114020000240,NULL,NULL,4273,4494 2385 1258 1223,1369 9438 8752 1005,yes,190499,283722,478615,"H.No:5/J,fountain road,Sandhurst road(E)",26-01-2009,,
Popat,25,single,17009,IBM,Bangalore,Mainframes,1008,9638527528,Navi Mumbai,3.5,BE/BTech,IJP8252374,BJNPA1111A,yes,no,208,7532,10025000000137,NULL,1114020000241,NULL,NULL,3996,4413 2395 1258 1322,1370 9438 8752 1005,yes,155109,233164,372563,"H.No:1/H,Shinde wadi,Dadar(E)",26-01-2009,,
Naik,26,single,17010,IBM,Bangalore,DotNet,1008,9638527530,Navi Mumbai,4.5,BE/BTech,QSR985417,BJNPA2222B,no,no,208,8151,10025000000138,NULL,1114020000242,NULL,NULL,2620,4495 2385 1258 1223,1371 9438 8752 1005,yes,159686,252197,483089,"H.No:1/I,Tata Hospital Road,Parel(E)",28-08-2008,,
Mooramatti,29,married,17011,IBM,Bangalore,Business Intelligence,1008,9638527532,Navi Mumbai,6.5,BE/BTech,AMN45128,BJNPA3333C,yes,no,208,9519,10025000000139,NULL,1114020000243,NULL,NULL,2402,4496 2385 1258 1223,1372 9438 8752 1005,yes,181350,171346,48013,"H.No:1/D,durdarshan road,Worli",31-05-2011,,
Shrivastava,27,married,17012,IBM,Bangalore,J2EE,1008,9638527534,Navi Mumbai,4.5,BE/BTech,QSZ126583,BJNPA4444D,yes,no,208,8525,10025000000140,NULL,1114020000244,NULL,NULL,2923,4497 2385 1258 1223,1373 9438 8752 1005,yes,183968,334815,137862,"H.No:5/C,derashar lane,ghatkopar",31-05-2011,,
Prabhat,28,divorced,17013,IBM,Bangalore,ABAP,1008,9638527536,Navi Mumbai,4.5,BE/BTech,PLI9632590,BJNPA5555E,yes,no,208,6547,10025000000141,NULL,1114020000245,NULL,NULL,947,4498 2385 1258 1223,1374 9438 8752 1005,yes,171472,333721,309420,"H.No:4/C,Aarey road,Sion(W)",05-06-2010,,
Ali,34,single,17014,IBM,Bangalore,V&V,1008,9638527538,Navi Mumbai,4.5,BE/BTech,APL784518,BJNPA6669F,yes,no,208,4569,10025000000142,1112510000310,1114020000246,NULL,1111010000767,"2,121",4414 2395 1258 1322,1375 9438 8752 1005,yes,158056,76801,434964,"H.No:5/D,derashar lane,ghatkopar",31-05-2011,,
Bahore,27,married,17015,IBM,Bangalore,Business Intelligence,1008,9638527540,Navi Mumbai,3.5,BE/BTech,PLI9632591,BJNPA7777G,no,no,208,452,10025000000143,1112510000311,1114020000247,NULL,NULL,174,4499 2385 1258 1223,1376 9438 8752 1005,yes,59097,96040,547031,"H.No:4/D,Aarey road,Sion(W)",31-05-2011,,
Prakash,22,married,17016,IBM,Bangalore,Systems,1002,9638527542,Navi Mumbai,1.5,BE/BTech,EFU589637,BJNPA8965H,yes,no,208,852,10025000000144,1112510000312,1114020000248,1111250000049,NULL,"3,416",4500 2385 1258 1223,1377 9438 8752 1005,yes,84556,334828,90895,"H.No:1/C,L T road,Wadala(E)",02-02-2010,,
Shaik,26,married,17017,IBM,Bangalore,Systems,1002,9638527544,Navi Mumbai,4.5,BE/BTech,IJP8252375,BJNPA7469I,yes,no,208,6789,10025000000145,1112510000313,1114020000249,1111250000050,NULL,"51,638",4501 2385 1258 1223,1378 9438 8752 1005,yes,113401,31804,445384,"H.No:13/N,Queens road,Chinchpokli",31-05-2011,,
Singh,25,married,17018,IBM,Bangalore,V&V,1002,9638527546,Navi Mumbai,3,BE/BTech,QSR985418,BJNPA1478P,yes,no,208,236,10025000000146,1112510000314,1114020000250,1111250000051,NULL,228,4502 2385 1258 1223,1379 9438 8752 1005,yes,50068,155825,521953,"H.No:3/E,M G road,Byculla(W)",31-05-2011,,
Nagaraj,26,divorced,17019,IBM,Bangalore,Systems,1002,9638527548,Navi Mumbai,3,BE/BTech,APL784516,BJNPA4563K,yes,no,208,785,10025000000147,1112510000315,1114020000251,1111250000052,NULL,"5,163",4415 2395 1258 1322,1380 9438 8752 1005,yes,197041,80792,373204,"H.No:1/Z,Dharavi road,Sion(W)",05-06-2010,,
Gundluru,26,married,17020,IBM,Bangalore,V&V,1002,9638527550,Navi Mumbai,4.5,BE/BTech,PLI9632589,BJNPA2123L,yes,no,208,4569,10025000000148,1112510000316,1114020000252,1111250000053,NULL,"2,115",4503 2385 1258 1223,1381 9438 8752 1005,yes,153395,220990,152825,"H.No:2/F,savla street,matunga(W)",31-05-2011,,
Jadhav,23,married,17021,IBM,Bangalore,V&V,1002,9638527552,Navi Mumbai,1.5,BE/BTech,EFU589635,BJNPA5859O,yes,no,208,8521,10025000000149,1112510000317,1114020000253,1111250000054,NULL,"97,102",4504 2385 1258 1223,1382 9438 8752 1005,yes,4906,389236,93913,"H.No:5/P,savla street,matunga(W)",02-07-2008,,
Tharun,26,married,17022,IBM,Bangalore,Systems,1002,9638527554,Navi Mumbai,4.5,BE/BTech,IJP8252373,BJNPA6254H,yes,no,208,951,10025000000150,1112510000318,1114020000254,NULL,NULL,"7,281",4505 2385 1258 1223,1383 9438 8752 1005,yes,70979,361139,214955,"H.No:7/L,shivari road,Parel(E)",05-06-2010,,
Kumari,25,married,17023,IBM,Bangalore,V&V,1002,9638527556,Navi Mumbai,3,BE/BTech,QSR985416,BJNPA1587P,yes,no,208,753,10025000000151,1112510000319,1114020000255,NULL,1111010000768,"3,231",4506 2385 1258 1223,1384 9438 8752 1005,yes,25251,13149,583906,"H.No:3/K,cloves lane,masjid bunder(W)",06-06-2010,,
Nayana,27,single,17024,IBM,Bangalore,Systems,1002,9638527558,Navi Mumbai,4.5,BE/BTech,AMN45127,BJNPA1851J,yes,no,208,4562,10025000000152,1112510000320,1114020000256,NULL,NULL,582,4416 2395 1258 1322,1385 9438 8752 1005,yes,184949,11948,553129,"H.No:1/E,Lifestyle Road,Parel(W)",07-06-2010,,
Balasubrahmanya,28,married,17025,IBM,Bangalore,V&V,1002,9638527560,Navi Mumbai,4.5,BE/BTech,QSZ126582,BJNPA3147N,yes,no,208,7521,10025000000153,1112510000321,1114020000257,NULL,NULL,557,4507 2385 1258 1223,1386 9438 8752 1005,yes,102449,88755,19293,"H.No:13/M,Queens road,Chinchpokli",08-06-2010,,
Angirekula,28,married,17026,IBM,Bangalore,V&V,1002,8956231475,Navi Mumbai,4.5,BCA,PLI9632589,BJNPA6287I,yes,no,208,987,10025000000154,1112510000322,1114020000258,NULL,NULL,619,4508 2385 1258 1223,1387 9438 8752 1005,yes,68027,285400,66476,"H.No:3/C,standard mill compound,Wadala(W)",09-06-2010,,
